,user_id,REGION,TENURE,MONTANT,FREQUENCE_RECH,REVENUE,ARPU_SEGMENT,FREQUENCE,DATA_VOLUME,ON_NET,ORANGE,TIGO,ZONE1,ZONE2,MRG,REGULARITY,TOP_PACK,FREQ_TOP_PACK,CHURN
728205,568c8960d117a9dc930bc1e27ea9872aa18f051d,DAKAR,K > 24 month,2000.0,4.0,2115.0,705.0,8.0,,127.0,1.0,,,,NO,36,On-net 500F_FNF;3d,3.0,0
700670,53425be13b2f1eb5bba444447a9632e76847d552,DAKAR,K > 24 month,,,2.0,1.0,1.0,,,,,,,NO,3,,,0
1293346,99c1054d4114cf1eeeca24290cf5558e984a37be,,K > 24 month,,,,,,,0.0,,,,,NO,4,,,0
993973,7639669f87f614ec375c35825eae5837c96b955b,,K > 24 month,,,41.0,14.0,1.0,,,,,,,NO,5,,,1
1080830,808ab86dff3404fd03942e3fba439e8570809ff8,,K > 24 month,17450.0,38.0,18056.0,6019.0,53.0,8394.0,24.0,111.0,9.0,,,NO,60,"Data:200F=Unlimited,24H",35.0,0
1507094,b31b792ead324440eefccbc97e37b8352513cded,TAMBACOUNDA,K > 24 month,200.0,1.0,200.0,67.0,1.0,0.0,90.0,8.0,,,,NO,19,On net 200F=Unlimited _call24H,1.0,0
534439,3f853d97cf535e2d9f0ff909d8ef6e584813c2e7,,K > 24 month,5500.0,5.0,5490.0,1830.0,5.0,7295.0,15.0,18.0,1.0,17.0,,NO,52,All-net 500F=2000F;5d,3.0,0
525773,3e7b37191c1eedd1356a8fce28224d3b61d1736a,,K > 24 month,250.0,1.0,16.0,5.0,1.0,,,,,,,NO,4,,,1
813377,60b129c0ee8ffe4c9eb017763625a1c1d72b4db2,DAKAR,K > 24 month,15000.0,3.0,14366.0,4789.0,11.0,619.0,58.0,22.0,38.0,,,NO,62,All-net 5000= 20000off+20000on;30d,1.0,0
1961932,e92da15d6abf971c53f45a12d135ec00e1a23376,DAKAR,K > 24 month,1350.0,5.0,1506.0,502.0,7.0,,0.0,16.0,3.0,,,NO,14,All-net 500F=2000F;5d,1.0,0
2126134,fcac6cbcea6d211db3546a9e348d96d1c3293d4b,,K > 24 month,,,,,,,,,,,,NO,1,,,1
1734680,ce249a43cfdf385988a829299c24ed192f17b1af,LOUGA,K > 24 month,4000.0,8.0,4999.0,1666.0,12.0,,56.0,96.0,,,,NO,35,All-net 500F =2000F_AllNet_Unlimited,8.0,0
484275,399279c47f2a9c94e5a1eaca5b05f39a90971eab,,K > 24 month,5000.0,1.0,,,,,,,,,,NO,2,,,1
1293136,99ba31031bdc53d55077439e0ab27046ab7f754d,MATAM,K > 24 month,,,,,,,,,,,,NO,40,,,0
1704933,ca942d39b3ae3e0f492d95287bdfe7ccecef5245,MATAM,K > 24 month,13100.0,14.0,13000.0,4333.0,13.0,,1074.0,19.0,,,,NO,62,On-net 1000F=10MilF;10d,13.0,0
724804,5623df42acb8a05e1eaa8edd648085d327f9c491,DAKAR,K > 24 month,1000.0,1.0,500.0,167.0,1.0,,,,,,,NO,1,All-net 500F=2000F;5d,1.0,0
576139,447579b43424c6427ed95cf5f4b150983777319d,TAMBACOUNDA,K > 24 month,4500.0,9.0,4500.0,1500.0,9.0,0.0,145.0,151.0,,5.0,,NO,55,All-net 500F=2000F;5d,9.0,0
856909,65e9778dcca0070738bf0502da4dce60665cd9a6,DIOURBEL,K > 24 month,1000.0,1.0,990.0,330.0,1.0,1131.0,,,,,,NO,9,"Data:1000F=2GB,30d",1.0,0
2016724,efb024b8121d91a5f5092a372bb411b07d8c4067,,K > 24 month,,,,,,,,0.0,,,,NO,2,,,0
1775871,d30a017c570f982f241aac1cb9a8fe2063e2d8e8,SAINT-LOUIS,K > 24 month,,,,,,,,,,,,NO,3,,,0
2100025,f991d527cacb4f62d994b9276110d742e9c9eac0,,K > 24 month,,,,,,,,,,,,NO,2,,,1
1073311,7fa04043b5e713d3209e01d06dd94e252c922acb,DAKAR,K > 24 month,,,,,,0.0,,,,,,NO,29,,,0
706652,53f8c0d48ffdca0aaaa07980ffb74985b5ca2f70,,K > 24 month,900.0,3.0,903.0,301.0,3.0,,8.0,67.0,,,,NO,5,"Data:200F=Unlimited,24H",2.0,0
1627314,c15df5ddc31dbb517313bc6b111e05acf3d2851f,,K > 24 month,,,,,,,,,,,,NO,4,,,0
194897,173d01f282886e11c6a0cf8d074de5994722e2fa,,K > 24 month,,,,,,,,,,,,NO,14,,,0
704692,53bc6a7d55b72c60a814fbcaec791f25383b1992,DAKAR,I 18-21 month,7650.0,44.0,7552.0,2517.0,44.0,3197.0,27.0,21.0,,,4.0,NO,56,"Data: 100 F=40MB,24H",34.0,0
1915321,e39f07189aeb18d3542f8b4270319314598af9fd,,K > 24 month,,,,,,,0.0,,,,,NO,45,,,0
780878,5cdcef6e9b13bc194a9986c854fc7a98bb94173a,SAINT-LOUIS,K > 24 month,5400.0,13.0,5173.0,1724.0,16.0,0.0,100.0,122.0,2.0,,,NO,56,All-net 500F=2000F;5d,3.0,0
1289328,99486bb4d6d405f30130b512827adbffc41fa8b0,,K > 24 month,,,,,,,,,,,,NO,1,,,1
668592,4f752bc963b30dc2e21b9fbaf505857d7834b6cf,DAKAR,K > 24 month,6650.0,26.0,6949.0,2316.0,32.0,0.0,1189.0,218.0,74.0,,,NO,39,On net 200F=Unlimited _call24H,23.0,0
389177,2e44dc91dc57a3258d618a0c1ff7123f1b54e2b9,LOUGA,K > 24 month,,,,,,5.0,,,,,,NO,8,,,0
1694123,c9501c6250d19444d1b8f7d070d16c0764113158,,K > 24 month,,,,,,,,,,,,NO,4,,,1
1226520,91d8e01bbe7df798e64870d21b7bf0860613ed28,THIES,K > 24 month,,,,,,,,,,,,NO,9,,,0
405547,303592d4d4bb010d1c2b7b25cdb0a8cf3105edbf,SAINT-LOUIS,K > 24 month,2200.0,5.0,2199.0,733.0,5.0,0.0,20.0,52.0,,,,NO,38,All-net 500F=2000F;5d,4.0,0
2150085,ff85c52d1897aab2986c417efcd2dbe6352f18c6,,K > 24 month,,,,,,283.0,,,,,,NO,10,,,1
1535748,b67b630ff964fd88bd3386e0111c022ea82397df,DAKAR,K > 24 month,12400.0,25.0,13900.0,4633.0,28.0,0.0,125.0,378.0,43.0,,,NO,60,All-net 500F=2000F;5d,26.0,0
1890185,e0a43d9dcd33b7cae5b304e3c0b90d551c48fd61,,K > 24 month,,,,,,,,,,,,NO,5,,,1
829686,62a5a07c97f8cfcb379f25e14562c9ef00b25b83,,K > 24 month,,,,,,,,,,,,NO,2,,,1
777534,5c72fdd2fce9fa87227c7689fee94629cff93420,DAKAR,K > 24 month,1000.0,2.0,993.0,331.0,4.0,1028.0,2.0,,3.0,,0.0,NO,22,"Data:490F=1GB,7d",1.0,0
254660,1e587263e3e1bf03411c4415cc1743a8aba34915,DAKAR,G 12-15 month,12150.0,41.0,12740.0,4247.0,46.0,10882.0,32.0,15.0,6.0,1.0,0.0,NO,60,"Data:200F=Unlimited,24H",25.0,0
1385612,a4b706b2e230eb2bcdc8addd946a906cbbebd89e,DAKAR,K > 24 month,500.0,1.0,698.0,233.0,3.0,,0.0,7.0,16.0,,,NO,11,All-net 500F=2000F;5d,1.0,0
819802,617353ee17b2f59e33362e0adda107562044c79b,,K > 24 month,,,,,,,,,,,,NO,1,,,1
1786711,d4561f54cd6323ee9faa19a6ddb3dfe6edb9db42,KAOLACK,K > 24 month,2900.0,6.0,2899.0,966.0,14.0,1783.0,1.0,0.0,,,2.0,NO,59,"Data:490F=1GB,7d",2.0,0
2102345,f9d8da9bb9df1fa4f94410dec75fad31b67c51ec,,K > 24 month,,,,,,,,,,,,NO,1,,,1
907989,6c0244206317f24ed22cea3c66413675d18565a1,DAKAR,K > 24 month,3050.0,16.0,3251.0,1084.0,18.0,1511.0,10.0,4.0,19.0,,,NO,32,"Data: 100 F=40MB,24H",13.0,0
1384735,a49cff6f9cf2db2ced0f7bc36f884ec9418a7e54,,K > 24 month,,,,,,,,,,,,NO,2,,,0
1982454,eba0d78e0e771664b632b6e60aeab248a275fca8,KAFFRINE,K > 24 month,4400.0,11.0,4400.0,1467.0,10.0,102.0,18.0,90.0,12.0,,,NO,47,All-net 500F=2000F;5d,6.0,0
1601640,be56f419a6a07f2d4ddd5a8b4b4428028af0d756,KAOLACK,K > 24 month,2450.0,6.0,2210.0,737.0,6.0,0.0,97.0,58.0,2.0,,,NO,42,All-net 500F=2000F;5d,2.0,0
1416087,a85c99bf6a604b9b64aff3555c1398032cd50a44,KOLDA,K > 24 month,500.0,1.0,500.0,167.0,1.0,0.0,19.0,1.0,,,,NO,62,All-net 500F=1250F_AllNet_1250_Onnet;48h,1.0,0
1302060,9accb4216c3b647b58b6e1a4eb1b0f6d9dd6bca0,DAKAR,K > 24 month,12500.0,23.0,13123.0,4374.0,28.0,0.0,3148.0,17.0,16.0,,,NO,51,On-net 500F_FNF;3d,25.0,0
39156,04b6d4a9e1fd4d9e5c2ce8afcde75a258180d884,,K > 24 month,,,,,,0.0,,,,,,NO,4,,,1
344678,2902a3a05b442bef23c42377baf4d0ea2b6cdc92,,K > 24 month,,,,,,,,,,,,NO,2,,,0
1750915,d018ce5bfd0541fb0435296b857e51642c372219,DAKAR,K > 24 month,4900.0,10.0,5400.0,1800.0,14.0,86.0,339.0,140.0,12.0,,,NO,51,IVR Echat_Daily_50F,6.0,0
127207,0f318fd41c8ada7a60b69824461a786d408d803f,,K > 24 month,400.0,2.0,384.0,128.0,3.0,0.0,2.0,1.0,,,,NO,10,"Data:200F=Unlimited,24H",1.0,1
1776978,d32c2218b22f649f8da7d296f65e1e824b4fd305,DAKAR,K > 24 month,250.0,1.0,251.0,84.0,1.0,,4.0,10.0,1.0,,,NO,23,Mixt 250F=Unlimited_call24H,1.0,0
1635901,c26149aaf83422511d5193b91cfb700df4d20050,,K > 24 month,2500.0,5.0,3472.0,1157.0,14.0,4707.0,12.0,19.0,6.0,,,NO,41,All-net 500F=2000F;5d,1.0,0
620223,49b703640cca6a00d153701a2e75b98b99413bed,DAKAR,K > 24 month,11500.0,17.0,11999.0,4000.0,19.0,1020.0,29.0,263.0,15.0,,,NO,33,All-net 500F =2000F_AllNet_Unlimited,17.0,0
1043456,7c16be75fbac052790cd2e644cb20ebd4cb1fa9b,MATAM,K > 24 month,2200.0,11.0,3300.0,1100.0,15.0,922.0,1.0,,,,,NO,59,"Data: 100 F=40MB,24H",7.0,0
1649967,c40b7015a12f6b0f36b15f8345a51bf3c3c367f6,,K > 24 month,,,,,,,,,,,,NO,2,,,1
1559184,b944d3ea4540a05327b0575624c12c96983f3f60,KAFFRINE,K > 24 month,1500.0,2.0,1349.0,450.0,3.0,,30.0,59.0,,,,NO,42,All-net 500F=2000F;5d,2.0,0
1216394,90a8cef97b76de457c7c28c04fcec3a8ebaa270a,DAKAR,K > 24 month,,,,,,621.0,5.0,,,,,NO,26,,,0
172195,1482740227b654d2fe6e5b6e95a77c1ee13bde3b,,I 18-21 month,100.0,1.0,100.0,33.0,1.0,100.0,0.0,,3.0,,,NO,2,"Data: 100 F=40MB,24H",1.0,0
412535,310ee34ec62742a12071bc92f306dc4662da917e,DAKAR,K > 24 month,500.0,1.0,500.0,167.0,1.0,0.0,,11.0,,,,NO,12,All-net 500F=2000F;5d,1.0,0
2002035,edf595fcf83b6c533b9cf9c2a6a64c1f5a2fc8f4,DAKAR,K > 24 month,8050.0,15.0,8539.0,2846.0,24.0,6357.0,,7.0,10.0,,9.0,NO,59,VAS(IVR_Radio_Daily),13.0,0
1848423,dbad6b2ebc958f970a879a636f75aab9bd4a3a0b,,K > 24 month,13800.0,25.0,15000.0,5000.0,25.0,,188.0,355.0,70.0,,,NO,43,All-net 500F=2000F;5d,16.0,0
1066173,7ec8e3c172c5b8be781f08c59fe99da4ea30c984,,K > 24 month,2000.0,3.0,2501.0,834.0,5.0,553.0,2.0,33.0,,4.0,,NO,49,All-net 500F=2000F;5d,3.0,0
1410183,a7a83b9efd8cf9a1035dcc9648a748b165c1f925,DIOURBEL,K > 24 month,500.0,1.0,492.0,164.0,1.0,0.0,14.0,1.0,,,,NO,18,,,0
40627,04e2b8306307629b87713a4baf3592d4f80222f1,DAKAR,K > 24 month,4350.0,16.0,4549.0,1516.0,17.0,2451.0,648.0,92.0,,,,NO,56,On net 200F=Unlimited _call24H,15.0,0
1383928,a485a29ae41aec2b293d7b3666b7e62242ba9af0,SAINT-LOUIS,K > 24 month,5700.0,24.0,5735.0,1912.0,31.0,,516.0,120.0,,,,NO,38,On net 200F=Unlimited _call24H,21.0,0
2113583,fb2d087dcef6baabf035333f3cc15b21f3dca2cb,,K > 24 month,,,,,,,,,,,,NO,1,,,0
816439,610e575e3299a5976a4331076a6adfded2a65a2b,,K > 24 month,,,,,,,,,,,,NO,10,,,0
728396,5692b4efcfcedb92a5780c20090892ab534cb045,,K > 24 month,,,,,,,,,,,,NO,4,,,1
1405868,a7209ca47e118e317eeffbf064755715716184a2,LOUGA,K > 24 month,2000.0,5.0,2001.0,667.0,5.0,11076.0,96.0,55.0,,,,NO,37,Mixt 250F=Unlimited_call24H,4.0,0
43874,0544897a6302eba1e8dcf12ccbe73c48a01dcba4,,K > 24 month,,,,,,,,,,,,NO,1,,,1
873423,67e0a85f72822b9cf298206e6bf18be928467b36,,K > 24 month,4600.0,31.0,4688.0,1563.0,34.0,3709.0,2.0,0.0,4.0,,,NO,35,"Data: 100 F=40MB,24H",35.0,0
1179581,8c4b5b32e851581634a98bff77fdf6959ffda4e3,DAKAR,K > 24 month,3200.0,6.0,3193.0,1064.0,6.0,801.0,31.0,43.0,17.0,,,NO,11,All-net 500F=2000F;5d,4.0,0
193065,17046f4bd2d3a5bfa690de9639afce9b86515c65,THIES,K > 24 month,7000.0,3.0,9000.0,3000.0,3.0,3391.0,1048.0,488.0,83.0,,,NO,62,MIXT: 200mnoff net _unl on net _5Go;30d,3.0,0
783464,5d29330ea8f2cb7ed7d0931a0e30625c43628f1b,DAKAR,K > 24 month,11000.0,12.0,11490.0,3830.0,16.0,57227.0,3.0,41.0,101.0,,,NO,62,"Data:1000F=5GB,7d",8.0,0
1720271,cc6a2c54769ba6e33cf139edd67166f4a529f281,DAKAR,K > 24 month,300.0,2.0,300.0,100.0,2.0,54.0,,,,,,NO,14,"Data: 200 F=100MB,24H",1.0,0
335199,27e738b2b447665ed8bb0a56ec1c698683a322ac,,K > 24 month,2700.0,5.0,2726.0,909.0,11.0,1503.0,19.0,5.0,1.0,1.0,,NO,47,"Data: 200 F=100MB,24H",3.0,0
1001422,771908df91fdf802f108c44c703c806376dac369,,K > 24 month,6500.0,13.0,7000.0,2333.0,13.0,1503.0,422.0,442.0,31.0,,,NO,46,Jokko_Daily,14.0,0
1188722,8d602244158a1589046be1bb2c72e93af8a951c9,THIES,K > 24 month,1350.0,9.0,1435.0,478.0,9.0,,0.0,18.0,,,,NO,18,On net 200F=Unlimited _call24H,2.0,0
841576,6412875ce2eae4d49cd19c6693b34eb68c9c0157,,K > 24 month,7800.0,12.0,10746.0,3582.0,40.0,3104.0,8.0,22.0,,,,NO,45,VAS(IVR_Radio_Daily),22.0,0
169225,142b85b20e24e81595001bcc1773609df3935acf,,H 15-18 month,,,,,,,,,,,,NO,2,,,1
1091035,81c36b1d39190c8eaa22ca29ac6ef93144dfd60f,LOUGA,K > 24 month,500.0,1.0,132.0,44.0,2.0,,0.0,,,,,NO,14,,,0
1901960,e20541b79db5324115e82de86f9b14b98a939c32,DAKAR,K > 24 month,9250.0,34.0,9276.0,3092.0,38.0,7802.0,3.0,68.0,10.0,,,NO,54,"Data: 200 F=100MB,24H",23.0,0
430366,332efc43ae0216250a082cfeb03e15ce6ea36785,,K > 24 month,,,,,,,,,,,,NO,11,,,1
951590,712d942a704726c453ce88c4288b2cdeab8ba3d1,,K > 24 month,,,,,,,,,,,,NO,1,,,1
286838,222d65d8836e536cf587fe8eab7989d3199afe57,DAKAR,K > 24 month,1450.0,3.0,1450.0,483.0,4.0,,,22.0,4.0,,,NO,5,All-net 500F=2000F;5d,2.0,0
1706559,cac4f1e6e98699bdb7dc5bccb8f45ceb58542352,DAKAR,K > 24 month,,,,,,,,,,,,NO,7,,,0
667769,4f5b9d76111dc8bf6e65a4b608e5856a389a398f,,K > 24 month,2000.0,2.0,3001.0,1000.0,3.0,5987.0,0.0,,0.0,,,NO,62,"Data:1000F=2GB,30d",3.0,0
168125,140a545031d0d4edcb58918908ffa49ffd0beca8,SAINT-LOUIS,K > 24 month,16300.0,7.0,1463.0,488.0,25.0,2.0,3.0,4.0,0.0,,,NO,60,,,0
424368,3275a8629aa070c99c5b63899149119a866014e0,,K > 24 month,,,,,,,,,,,,NO,3,,,1
1884113,dfe9b032d8d791593098da38e9b5b07ce37b56ae,KOLDA,K > 24 month,1400.0,6.0,1400.0,467.0,7.0,7.0,414.0,19.0,,,,NO,31,On net 200F=Unlimited _call24H,3.0,0
673299,5001da85e8d351a4a2cb9a2e2cc2c18571ee7520,KAFFRINE,K > 24 month,5000.0,10.0,4898.0,1633.0,11.0,0.0,460.0,114.0,,,,NO,61,All-net 500F=2000F;5d,7.0,0
1555409,b8d4cf9037b7519553ae60cec66e723d82f75cc9,KAFFRINE,K > 24 month,1100.0,4.0,1301.0,434.0,6.0,0.0,234.0,34.0,,,,NO,60,On net 200F=Unlimited _call24H,5.0,0
2043861,f2e4e0de15cb3d2fe3e52a1cb38a9c85933a42d5,SAINT-LOUIS,K > 24 month,6700.0,12.0,7199.0,2400.0,17.0,9409.0,0.0,,0.0,,,NO,62,"Data:490F=1GB,7d",14.0,0
1733071,cdf35195d3c98f409efab5db7cee1a43a0f29765,KAOLACK,K > 24 month,10200.0,35.0,9761.0,3254.0,42.0,,2088.0,175.0,3.0,,,NO,62,On net 200F=Unlimited _call24H,18.0,0
1763492,d196b916601ea7a426e9ba2f8a7de1a43941fc62,LOUGA,K > 24 month,,,,,,,6.0,0.0,,,,NO,38,,,0
627495,4a986ac040d8a7de3206c5dd96d4c4eb7df673d9,DAKAR,K > 24 month,,,,,,,,,,,,NO,5,,,0
1267772,96b8f53db17a8bc386558f165e5cf76f11bb340c,,K > 24 month,,,,,,0.0,,,,,,NO,21,,,1
320847,26363e1989a4127cd32d3ab91ebd7a36101ed704,,K > 24 month,,,,,,626.0,,,,,,NO,1,,,1
115142,0dc06ea9701f6a584e52ece552fc698f1938141f,THIES,K > 24 month,5400.0,15.0,5363.0,1788.0,16.0,623.0,333.0,15.0,16.0,,,NO,62,On net 200F=Unlimited _call24H,4.0,0
1408000,a7622f0402cee8b9f87c0e9d0bb6bbdf953918de,DAKAR,K > 24 month,,,,,,,,,,,,NO,27,,,0
1716669,cbfc6e171dfaa95e9a3a91c63322fe2c09bcc82f,THIES,K > 24 month,3600.0,11.0,3600.0,1200.0,15.0,5532.0,62.0,10.0,4.0,4.0,,NO,54,"Data:490F=1GB,7d",5.0,0
318212,25e5dd498ee60114d7cf324dbcc329d325017ce7,,K > 24 month,3500.0,4.0,3512.0,1171.0,6.0,4775.0,1.0,7.0,,,,NO,35,"Data:1000F=2GB,30d",2.0,0
1339624,9f40994dbc58453ff6d7ee55f2e02366b0a0e05e,DAKAR,K > 24 month,6000.0,12.0,6000.0,2000.0,11.0,2578.0,94.0,172.0,19.0,,,NO,52,All-net 500F=2000F;5d,10.0,0
249655,1dc0f8ea772df3fdacd5d809c0364891e52d5b04,,K > 24 month,200.0,1.0,,,,,,,,,,NO,2,,,1
1764708,d1ba7f571e5b24043c7451f2815fe1f66dfd6613,SAINT-LOUIS,K > 24 month,,,,,,,,,,,,NO,3,,,1
1459736,ad81adcbdb04a423af857fd703dd37500bf25c77,KAOLACK,K > 24 month,1200.0,3.0,1200.0,400.0,3.0,0.0,57.0,1.0,0.0,,,NO,53,All-net 500F=2000F;5d,1.0,0
15925,01e8745482811eadb963331d5e0545b3839c54e4,,K > 24 month,,,,,,,,,,,,NO,1,,,1
1543237,b760fed6082ddc8760c85fd2d3955a658f35176b,,K > 24 month,13000.0,23.0,13897.0,4632.0,33.0,19338.0,0.0,67.0,11.0,,,NO,58,"Data:490F=1GB,7d",14.0,1
526952,3e9fb9c1631a676cfcabe248c0978c86f871e3e1,DIOURBEL,G 12-15 month,1600.0,2.0,1610.0,537.0,5.0,2312.0,,,4.0,,,NO,24,"Data:1000F=2GB,30d",1.0,1
306218,2478cb3ee82dca322eedf951889b71619f66300f,LOUGA,K > 24 month,4500.0,8.0,4500.0,1500.0,9.0,0.0,140.0,38.0,14.0,,,NO,57,All-net 500F=2000F;5d,9.0,0
1554925,b8c5ff8ad584580b803f5fb9f245130df163eb49,,K > 24 month,,,,,,,,,,,,NO,3,,,1
1800026,d5eb6b5a85ce9ebacea61f4abbbece9901d62d8c,KAFFRINE,K > 24 month,6600.0,12.0,6000.0,2000.0,13.0,,208.0,116.0,11.0,0.0,,NO,52,All-net 500F=2000F;5d,8.0,0
98472,0bc0ddcd16f5c7dcd02a363580a590c8d2307a81,,I 18-21 month,,,15.0,5.0,2.0,,,,,,,NO,8,,,0
326582,26e2fa39143c7ac4724a3211fcb2b3d3a44d1b05,DAKAR,K > 24 month,500.0,1.0,490.0,163.0,2.0,0.0,27.0,,4.0,,,NO,7,,,0
1805681,d697f0978db8b60365828fef63b4bcf36ce9a506,THIES,K > 24 month,,,,,,,,,,,,NO,14,,,0
1938292,e6581e9c7006d41ea6315571729c56e79af85924,,K > 24 month,,,,,,,,,,,,NO,1,,,1
171112,1461bfd7a9e398994eca106ee1e637d760aad602,DAKAR,K > 24 month,3350.0,8.0,3545.0,1182.0,11.0,3124.0,4.0,3.0,3.0,,4.0,NO,51,"Data:490F=1GB,7d",3.0,0
1460011,ad8a29e0202dba856c4f3917d933de05bd2b6acd,DAKAR,K > 24 month,6000.0,2.0,6000.0,2000.0,2.0,16070.0,,,,,,NO,50,"Data:3000F=10GB,30d",2.0,0
994096,763ce096bc14657bf60ef9d99d307acb4a1ade2b,,K > 24 month,300.0,3.0,250.0,83.0,3.0,,1.0,1.0,0.0,,,NO,34,Twter_U2opia_Daily,1.0,0
1182338,8c9f534051a18cf1d315718df01f0edeadc01215,DIOURBEL,K > 24 month,,,,,,1.0,,,,,,NO,7,,,0
1685578,c84ea0adc3080169e43ed9f168dfbcb6af939ea1,,K > 24 month,,,,,,,,,,,,NO,11,,,1
1742775,cf1de4c5e54aee5590e743f8e5bf94b8a93faa36,,K > 24 month,,,,,,,,,,,,NO,4,,,1
412751,311510e0998b1189c440f8507d740def704672e4,DAKAR,K > 24 month,10500.0,20.0,11500.0,3833.0,23.0,,50.0,288.0,39.0,,,NO,58,All-net 500F =2000F_AllNet_Unlimited,23.0,0
1961333,e91b6a5e93451b42bd9cdd552079250c23a208fc,DAKAR,K > 24 month,500.0,1.0,500.0,167.0,1.0,,,11.0,,,,NO,19,All-net 500F=2000F;5d,1.0,0
1055169,7d7c6f679a2e2e4aa1518334824f0bbe41c52aa6,DAKAR,K > 24 month,12500.0,23.0,12500.0,4167.0,24.0,0.0,225.0,502.0,6.0,,,NO,55,All-net 500F =2000F_AllNet_Unlimited,12.0,0
1732796,cdeb4d44b40d7ac7e41ca3a4a714330ed532066e,DAKAR,K > 24 month,2500.0,5.0,2500.0,833.0,5.0,0.0,31.0,96.0,,,,NO,36,Jokko_Daily,4.0,0
493838,3ab4b001856cfc6174daeca345929d8ac750074d,THIES,K > 24 month,,,,,,0.0,1.0,,,,,NO,32,,,0
58743,070f95ecbc63bac803fe4fc2eca9a471cd403faa,,K > 24 month,,,,,,,,,,,,NO,1,,,1
1953054,e81e7a9ac50d166cb81dd2ad02a851c18065170e,THIES,K > 24 month,33700.0,66.0,35200.0,11733.0,67.0,3152.0,58.0,700.0,896.0,,,NO,62,Jokko_Daily,67.0,0
934631,6f2c0d6fd93cb92653141b7e4d0f5d1230dfe182,,K > 24 month,3000.0,1.0,3498.0,1166.0,3.0,3929.0,127.0,139.0,,,,NO,24,MIXT: 200mnoff net _unl on net _5Go;30d,1.0,1
461054,36ce54affd03ed57f6964bd0e4cedc3649bbca18,THIES,K > 24 month,3500.0,7.0,4500.0,1500.0,9.0,955.0,50.0,282.0,75.0,,,NO,30,Jokko_Daily,9.0,0
1947466,e7756e4ad5909b02c5fbf0260924c0d61a889b4f,DAKAR,G 12-15 month,9650.0,16.0,10250.0,3417.0,28.0,1286.0,49.0,131.0,1.0,2.0,,NO,60,IVR Echat_Daily_50F,13.0,0
1702225,ca4371c490d2f3212126857fb1ba804b34fa89c6,,K > 24 month,900.0,7.0,1001.0,334.0,8.0,1508.0,4.0,,,,,NO,19,"Data: 100 F=40MB,24H",5.0,0
1443711,ab9b6d6726b7dc8e894e0370f6fc4fe0e53a36f5,,K > 24 month,1500.0,3.0,1500.0,500.0,3.0,,29.0,45.0,,,,NO,21,All-net 500F=2000F;5d,3.0,1
499197,3b5971ba4e6deb608f3dc27c3a8adeda1c32ed33,,K > 24 month,27150.0,65.0,27316.0,9105.0,72.0,11801.0,649.0,265.0,160.0,,1.0,NO,62,Mixt 250F=Unlimited_call24H,36.0,1
1428149,a9c79cfd0076c20b7dde4fb18c22fa7039364f86,,K > 24 month,,,,,,,,,,,,NO,4,,,1
1866516,ddd43c545bf3c443f29c8b0b280b9a381b86e66e,,K > 24 month,,,,,,,,,,,,NO,7,,,0
969290,734d2e4162eba6f16517bdb8d49f03d813dadc43,FATICK,K > 24 month,200.0,1.0,200.0,67.0,1.0,0.0,24.0,,,,,NO,10,On net 200F=Unlimited _call24H,1.0,0
1472048,aef65e93e91bf52775cafd82db914eb31158dfd6,THIES,K > 24 month,500.0,1.0,500.0,167.0,1.0,,0.0,8.0,3.0,,,NO,34,All-net 500F=2000F;5d,1.0,0
2130608,fd34b4da64b611e0af48016adb74a1696d1484f2,SAINT-LOUIS,K > 24 month,14250.0,22.0,14198.0,4733.0,46.0,,6390.0,194.0,55.0,,,NO,62,Mixt 250F=Unlimited_call24H,21.0,0
1269550,96ef3eae7924ade785afff71deabb8679c3c0207,,K > 24 month,,,,,,,,,,,,NO,24,,,1
856675,65e242f15a77577347d61a227dcec6702062b115,,K > 24 month,,,,,,0.0,,,,,,NO,14,,,0
435889,33d381a94546be83598fbc414f8e1c281e48b0e4,SAINT-LOUIS,K > 24 month,5800.0,23.0,5503.0,1834.0,28.0,0.0,1415.0,112.0,,,,NO,58,On net 200F=Unlimited _call24H,17.0,0
104276,0c71f8764cda9fd249bf365fb1d3be40e13d6537,,K > 24 month,1000.0,1.0,1010.0,337.0,2.0,1880.0,,,0.0,,,NO,16,"Data:1000F=2GB,30d",1.0,0
502860,3bc74e0a05b749fcf8a8571566bf3101e037287e,,K > 24 month,3000.0,3.0,2231.0,744.0,17.0,,,1.0,2.0,,,NO,20,Twter_U2opia_Daily,11.0,0
291445,22b9b2efae91035513532eb4cee571abe938d041,KAFFRINE,K > 24 month,1700.0,4.0,1520.0,507.0,4.0,0.0,49.0,34.0,,,,NO,52,All-net 500F=2000F;5d,3.0,0
1659420,c52d5473513b9926465a317135d03271f4d03851,THIES,K > 24 month,200.0,1.0,,,,0.0,,,,,,NO,12,,,0
980183,749b1e1c09f805fc21ad534e5bcd2abc7e73c9ac,,K > 24 month,,,,,,,,,,,,NO,2,,,0
774001,5c0835636ac730f790590ba5d35ffa00aee92978,THIES,K > 24 month,4000.0,8.0,4000.0,1333.0,8.0,0.0,58.0,88.0,,,,NO,50,All-net 500F =2000F_AllNet_Unlimited,5.0,0
1133366,86d26c4597fe66cc39eeeb94ffff937ae2cbe686,,K > 24 month,,,,,,,,,,,,NO,4,,,1
